doc_id,id,mid1,mid2,word1,word2,rel,is_correct
AFP_ENG_20080330.0023.LDC2009T13,169620,AFP_ENG_20080330.0023.LDC2009T13_522_533,AFP_ENG_20080330.0023.LDC2009T13_512_521,hugo chavez,president,per:LOCATION_of_birth,f
AFP_ENG_20070803.0106.LDC2009T13,230300,AFP_ENG_20070803.0106.LDC2009T13_2331_2347,AFP_ENG_20070803.0106.LDC2009T13_2229_2238,mobutu sese seko,president,per:siblings,f
AFP_ENG_20070314.0225.LDC2009T13,136746,AFP_ENG_20070314.0225.LDC2009T13_1156_1172,AFP_ENG_20070314.0225.LDC2009T13_1146_1155,mohammad khatami,president,per:religion,f
APW_ENG_20070613.1327.LDC2009T13,260927,APW_ENG_20070613.1327.LDC2009T13_1611_1630,APW_ENG_20070613.1327.LDC2009T13_1760_1772,britney jean spears,jamie spears,per:siblings,f
AFP_ENG_20080110.0782.LDC2009T13,115565,AFP_ENG_20080110.0782.LDC2009T13_806_818,AFP_ENG_20080110.0782.LDC2009T13_796_805,bill clinton,president,per:LOCATION_of_birth,f
NYT_ENG_20071001.0094.LDC2009T13,266249,NYT_ENG_20071001.0094.LDC2009T13_9550_9562,NYT_ENG_20071001.0094.LDC2009T13_9445_9456,bain capital,mitt romney,org:LOCATION_of_headquarters,f
AFP_ENG_20070705.0490.LDC2009T13,16231,AFP_ENG_20070705.0490.LDC2009T13_387_401,AFP_ENG_20070705.0490.LDC2009T13_377_386,vladimir putin,president,per:schools_attended,f
XIN_ENG_20080224.0191.LDC2009T13,95719,XIN_ENG_20080224.0191.LDC2009T13_166_177,XIN_ENG_20080224.0191.LDC2009T13_186_195,raul castro,president,per:age,f
AFP_ENG_20070314.0225.LDC2009T13,136445,AFP_ENG_20070314.0225.LDC2009T13_249_268,AFP_ENG_20070314.0225.LDC2009T13_239_248,mahmoud ahmadinejad,president,per:schools_attended,f
AFP_ENG_20070109.0040.LDC2009T13,32460,AFP_ENG_20070109.0040.LDC2009T13_748_759,AFP_ENG_20070109.0040.LDC2009T13_738_747,hugo chavez,president,per:parents,f
APW_ENG_20080714.0136.LDC2009T13,115352,APW_ENG_20080714.0136.LDC2009T13_2858_2870,APW_ENG_20080714.0136.LDC2009T13_2848_2857,bill clinton,president,per:employee_or_member_of,f
LTW_ENG_20071013.0097.LDC2009T13,68423,LTW_ENG_20071013.0097.LDC2009T13_5716_5728,LTW_ENG_20071013.0097.LDC2009T13_5706_5715,bill clinton,president,per:date_of_birth,f
eng-WL-11-174594-12963522,26649,eng-WL-11-174594-12963522_386_403,eng-WL-11-174594-12963522_361_368,jamie lynn spears,britney,per:children,f
eng-NG-31-141586-9960082,273172,eng-NG-31-141586-9960082_1395_1408,eng-NG-31-141586-9960082_1386_1394,deval patrick,governor,per:spouse,f
NYT_ENG_20080224.0133.LDC2009T13,246062,NYT_ENG_20080224.0133.LDC2009T13_158_169,NYT_ENG_20080224.0133.LDC2009T13_189_188,raul castro,president,per:parents,f
CNA_ENG_20081102.0008.LDC2009T13,204026,CNA_ENG_20081102.0008.LDC2009T13_463_476,CNA_ENG_20081102.0008.LDC2009T13_487_496,james k. polk,president,per:employee_or_member_of,f
eng-WL-11-174572-12950301,217616,eng-WL-11-174572-12950301_3190_3205,eng-WL-11-174572-12950301_3207_3220,stephanie pratt,spencer pratt,per:title,f
AFP_ENG_20080708.0657.LDC2009T13,141202,AFP_ENG_20080708.0657.LDC2009T13_3931_3942,AFP_ENG_20080708.0657.LDC2009T13_3883_3892,hugo chavez,president,per:origin,f
APW_ENG_20080203.0947.LDC2009T13,331778,APW_ENG_20080203.0947.LDC2009T13_5080_5090,APW_ENG_20080203.0947.LDC2009T13_5052_5070,lyor cohen,warner music group,per:LOCATION_of_death,f
NYT_ENG_20070416.0087.LDC2009T13,230214,NYT_ENG_20070416.0087.LDC2009T13_264_277,NYT_ENG_20070416.0087.LDC2009T13_255_263,mike huckabee,governor,per:employee_or_member_of,f
XIN_ENG_20081011.0030.LDC2009T13,16334,XIN_ENG_20081011.0030.LDC2009T13_448_461,XIN_ENG_20081011.0030.LDC2009T13_438_447,mahmoud abbas,president,per:spouse,f
APW_ENG_20070619.1479.LDC2009T13,169404,APW_ENG_20070619.1479.LDC2009T13_285_296,APW_ENG_20070619.1479.LDC2009T13_275_284,raul castro,president,per:LOCATION_of_birth,f
AFP_ENG_20070725.0013.LDC2009T13,185363,AFP_ENG_20070725.0013.LDC2009T13_302_316,AFP_ENG_20070725.0013.LDC2009T13_384_393,george w. bush,president,per:LOCATION_of_residence,f
AFP_ENG_20070116.0538.LDC2009T13,59657,AFP_ENG_20070116.0538.LDC2009T13_4230_4242,AFP_ENG_20070116.0538.LDC2009T13_4220_4229,bill clinton,president,per:age,f
APW_ENG_20081210.0293.LDC2009T13,59358,APW_ENG_20081210.0293.LDC2009T13_1505_1517,APW_ENG_20081210.0293.LDC2009T13_1521_1530,barack obama,president,per:other_family,f
eng-WL-11-174584-12960321,297423,eng-WL-11-174584-12960321_895_900,eng-WL-11-174584-12960321_885_890,jason,molly,per:children,f
eng-WL-11-174595-12968566,306081,eng-WL-11-174595-12968566_648_655,eng-WL-11-174595-12968566_802_814,britney,jamie spears,per:other_family,f
eng-WL-11-174595-12967857,109027,eng-WL-11-174595-12967857_3541_3554,eng-WL-11-174595-12967857_3917_3930,lindsay lohan,michael lohan,per:spouse,f
APW_ENG_20070125.0254.LDC2009T13,340611,APW_ENG_20070125.0254.LDC2009T13_2924_2938,APW_ENG_20070125.0254.LDC2009T13_2914_2923,vladimir putin,president,per:cause_of_death,f
APW_ENG_20080902.0132.LDC2009T13,121883,APW_ENG_20080902.0132.LDC2009T13_1853_1867,APW_ENG_20080902.0132.LDC2009T13_1872_1881,angelina jolie,brad pitt,per:title,f
APW_ENG_20080714.0136.LDC2009T13,115455,APW_ENG_20080714.0136.LDC2009T13_2858_2870,APW_ENG_20080714.0136.LDC2009T13_2942_2964,bill clinton,hillary rodham clinton,per:parents,f
NYT_ENG_20081208.0046.LDC2009T13,260653,NYT_ENG_20081208.0046.LDC2009T13_574_586,NYT_ENG_20081208.0046.LDC2009T13_601_610,barack obama,president,per:cause_of_death,f
eng-WL-11-174594-12961483,174958,eng-WL-11-174594-12961483_2183_2197,eng-WL-11-174594-12961483_2206_2216,britney spears,jamie lynn,per:other_family,f
XIN_ENG_20070619.0404.LDC2009T13,47276,XIN_ENG_20070619.0404.LDC2009T13_1832_1847,XIN_ENG_20070619.0404.LDC2009T13_1917_1926,felipe calderon,president,per:origin,f
AFP_ENG_20080711.0272.LDC2009T13,26750,AFP_ENG_20080711.0272.LDC2009T13_244_255,AFP_ENG_20080711.0272.LDC2009T13_234_243,raul castro,president,per:siblings,f
eng-WL-11-174595-12967912,191268,eng-WL-11-174595-12967912_6950_6963,eng-WL-11-174595-12967912_7015_7025,jenna jameson,tito ortiz,per:other_family,f
NYT_ENG_20080418.0011.LDC2009T13,245615,NYT_ENG_20080418.0011.LDC2009T13_3026_3029,NYT_ENG_20080418.0011.LDC2009T13_3003_3010,lee,samsung,per:origin,f
APW_ENG_20070504.0122.LDC2009T13,266069,APW_ENG_20070504.0122.LDC2009T13_1509_1523,APW_ENG_20070504.0122.LDC2009T13_1499_1508,george w. bush,president,per:other_family,f
AFP_ENG_20070525.0016.LDC2009T13,88472,AFP_ENG_20070525.0016.LDC2009T13_709_722,AFP_ENG_20070525.0016.LDC2009T13_630_639,hosni mubarak,president,per:children,f
AFP_ENG_20070725.0013.LDC2009T13,185573,AFP_ENG_20070725.0013.LDC2009T13_348_359,AFP_ENG_20070725.0013.LDC2009T13_292_301,hugo chavez,president,per:origin,f
APW_ENG_20080726.0678.LDC2009T13,23238,APW_ENG_20080726.0678.LDC2009T13_1869_1881,APW_ENG_20080726.0678.LDC2009T13_1896_1905,fidel castro,president,per:children,f
eng-WL-11-174584-12960854,305984,eng-WL-11-174584-12960854_432_445,eng-WL-11-174584-12960854_406_419,molly malaney,jason mesnick,per:children,f
AFP_ENG_20071226.0114.LDC2009T13,278164,AFP_ENG_20071226.0114.LDC2009T13_255_266,AFP_ENG_20071226.0114.LDC2009T13_245_254,hugo chavez,president,per:LOCATION_of_death,f
eng-NG-31-147907-10553239,68371,eng-NG-31-147907-10553239_6323_6335,eng-NG-31-147907-10553239_6379_6388,barack obama,president,per:date_of_death,f
eng-WL-11-174583-12937382,245975,eng-WL-11-174583-12937382_529_541,eng-WL-11-174583-12937382_514_524,katie holmes,tom cruise,per:siblings,f
APW_ENG_20071116.0402.LDC2009T13,230100,APW_ENG_20071116.0402.LDC2009T13_5065_5068,APW_ENG_20071116.0402.LDC2009T13_5151_5170,lee,samsung electronics,per:LOCATION_of_death,f
AFP_ENG_20081116.0433.LDC2009T13,229957,AFP_ENG_20081116.0433.LDC2009T13_1385_1387,AFP_ENG_20081116.0433.LDC2009T13_1311_1316,un,unfpa,org:parents,f
NYT_ENG_20080921.0031.LDC2009T13,36500,NYT_ENG_20080921.0031.LDC2009T13_248_263,NYT_ENG_20080921.0031.LDC2009T13_309_324,ellen degeneres,portia de rossi,per:title,f
NYT_ENG_20080313.0254.LDC2009T13,320002,NYT_ENG_20080313.0254.LDC2009T13_515_524,NYT_ENG_20080313.0254.LDC2009T13_476_493,citigroup,old lane partners,org:member_of,f
AFP_ENG_20070501.0170.LDC2009T13,297339,AFP_ENG_20070501.0170.LDC2009T13_3206_3217,AFP_ENG_20070501.0170.LDC2009T13_3196_3205,evo morales,president,per:origin,f
AFP_ENG_20071004.0637.LDC2009T13,160911,AFP_ENG_20071004.0637.LDC2009T13_2250_2261,AFP_ENG_20071004.0637.LDC2009T13_2240_2249,hugo chavez,president,per:LOCATION_of_birth,f
AFP_ENG_20080519.0135.LDC2009T13,254273,AFP_ENG_20080519.0135.LDC2009T13_2187_2199,AFP_ENG_20080519.0135.LDC2009T13_2110_2121,fidel castro,raul castro,per:children,f
AFP_ENG_20071118.0136.LDC2009T13,68494,AFP_ENG_20071118.0136.LDC2009T13_3976_3995,AFP_ENG_20071118.0136.LDC2009T13_3966_3975,mahmoud ahmadinejad,president,per:other_family,f
AFP_ENG_20080408.0512.LDC2009T13,254389,AFP_ENG_20080408.0512.LDC2009T13_2317_2329,AFP_ENG_20080408.0512.LDC2009T13_2307_2316,hamid karzai,president,per:age,f
eng-WL-11-174595-12968511,289473,eng-WL-11-174595-12968511_3122_3127,eng-WL-11-174595-12968511_3197_3207,lynne,jamie lynn,per:title,f
eng-NG-31-143446-10242382,36558,eng-NG-31-143446-10242382_4251_4263,eng-NG-31-143446-10242382_4241_4250,jimmy carter,president,per:date_of_death,f
APW_ENG_20080329.0852.LDC2009T13,254226,APW_ENG_20080329.0852.LDC2009T13_357_368,APW_ENG_20080329.0852.LDC2009T13_347_356,hugo chavez,president,per:children,f
eng-NG-31-141586-9960082,272976,eng-NG-31-141586-9960082_1395_1408,eng-NG-31-141586-9960082_1386_1394,deval patrick,governor,per:other_family,f
eng-WL-11-174594-12961483,174764,eng-WL-11-174594-12961483_568_578,eng-WL-11-174594-12961483_583_588,jamie lynn,casey,per:children,f
APW_ENG_20070221.1171.LDC2009T13,272954,APW_ENG_20070221.1171.LDC2009T13_1647_1666,APW_ENG_20070221.1171.LDC2009T13_1637_1646,mahmoud ahmadinejad,president,per:schools_attended,f
AFP_ENG_20080801.0597.LDC2009T13,266169,AFP_ENG_20080801.0597.LDC2009T13_395_406,AFP_ENG_20080801.0597.LDC2009T13_384_393,raul castro,president,per:LOCATION_of_death,f
